id,title,parent_id
10094,Техника для красоты,10012
10095,Одежда для новорождённых,10014
10096,Обувь для мальчиков,10013
10097,Активные виды отдыха,10015
10098,Ремни и пояса,10024
10100,Свадебные аксессуары,10023
10102,Платки и шарфы,10021
10103,Электрические чайники и термопоты,10028
10104,Бижутерные украшения,10023
10105,Удобрения и уход за растениями,10006
10106,Садовая мебель и декор,10006
10107,Аксессуары для волос,10023
10108,Перчатки и варежки,10021
10110,Хозяйственные товары,10018
10111,Электроника для авто,10002
10112,Аппараты для влажной уборки,10025
10113,Маникюр и педикюр,10012
10114,Рисование,10008
10115,Товары для кухни,10018
10116,Женская одежда,10014
10117,Перчатки и варежки,10026
10118,Товары для праздников,10018
10120,Вентиляция,10016
10121,Аксессуары для швейных машин,10062
10122,Техника для варки блюд,10028
10123,Для сельскохозяйственных животных,10019
10124,Очищение и увлажнение воздуха,10029
10125,Лепка,2878
10126,Перчатки и варежки,10024
10127,Освещение,10016
10128,Биотуалеты и септики,10006
10129,Телевизоры и видеотехника,10020
10130,Кулеры для воды и аксессуары,10027
10131,Электроинструменты,10016
10132,Аксессуары и принадлежности,10002
10133,Водный спорт и отдых на воде,10015
10134,Очки,10021
10135,"Товары для мототехники, мотоэкипировка",10002
10136,Виды спорта,10015
10137,Уход за лицом,10012
10138,Электрика,10016
10139,Ремни и подтяжки,10021
10140,"Галстуки, бабочки, карманные платки",10021
10141,Умные часы и фитнес браслеты,10020
10143,"Кошельки, ключницы и визитницы",10023
10144,Наушники и аудиотехника,10020
10146,Головные уборы,10021
10147,Для грызунов,10019
10148,Мужская обувь,10013
10150,Оптические приборы,10020
10151,Женская обувь,10013
10152,Аксессуары для волос,10024
10153,Аккумуляторы и аксессуары,10002
10154,Головные уборы,10024
10155,Обувь для девочек,10013
10156,Вентиляторы,10029
10157,Фитнес и тренажеры,10015
10158,Садовая техника,10016
10159,Сантехника,10016
10160,Бижутерные украшения,10024
10161,Водоснабжение для дома и сада,10016
10162,Игрушки и игры,10007
10163,Наборы,10012
10164,"Ремни, пояса и портупеи",10023
10165,Уход за волосами,10012
10166,Спецодежда,10014
10168,Микроволновые печи и грили,10028
10169,Для мужчин,10012
10171,Настольные и карточные игры,2878
10172,Перчатки и варежки,10023
10173,Аксессуары для крупной бытовой техники,10027
10174,Детская комната,10007
10176,Навигаторы,10020
10177,Бижутерные украшения,10021
10179,Уход за автомобилем,10002
10180,Фото- и видеотехника,10020
10183,Души и рукомойники,10006
10184,Товары для бани и сауны,10018
10185,Оборудование и материалы для тату-салона,10012
10186,Игровые приставки,10020
10188,Гараж и автосервис,10002
10191,Декор и интерьер,10018
10192,Коляски и автокресла,10007
10193,Ремни и подтяжки,10026
10195,Кондиционеры,10029
10196,Масла и автохимия,10002
10198,Пылесосы,10025
10200,Утюги и отпариватели,10025
10201,Бассейны и аксессуары,10006
10203,Шарфы и платки,10026
10204,"Создание картин, фоторамок, открыток",10008
10205,Квадрокоптеры и аксессуары,10020
10206,Гигиена,10019
10207,Мозаика и фреска,10008
10208,Техника для приготовления блюд,10028
10210,Головные уборы,10026
10212,Очки,10023
10213,Рукоделие,10008
10214,Ювелирные украшения,10023
10215,Инструменты и оборудование,10002
10216,Купание и уход,10007
10217,Детский спорт и активный отдых,10007
10219,Хранение вещей,10018
10221,Одежда для девочек,10014
10222,Одежда для мальчиков,10014
10223,Сумки и рюкзаки,10024
10225,Сумки и Рюкзаки,10026
10226,Умный дом и безопасность,10020
10227,Часы и электронные будильники,10020
10228,Командные виды спорта,10015
10230,Шины и диски,10002
10232,Детям и беременным,10012
10233,Автозвук,10002
10234,Гадания и эзотерика,10008
10241,Бег,10136
10246,Ботинки и полуботинки,10148
10257,Плавание,10133
10258,Теннис и бадминтон,10136
10260,"Нижнее белье, термобелье и купальники",10221
10262,Шторы и карнизы,10049
10268,Толстовки и олимпийки,10222
10270,Настольные подставки и визитницы,10010
10273,Сапоги и полусапоги,10096
10282,Одноразовая посуда и упаковка,10115
10283,Измерительные приборы,10131
10288,Графика,10114
10289,Столовая посуда,10115
10290,"Самокаты, гироскутеры и моноколеса",10097
10292,Балетки и мокасины,10151
10301,Детям и родителям,10011
10309,Инструменты и принадлежности,10114
10313,Носки,10052
10315,Аксессуары для перевозки собак,10068
10316,Средства гигиены,10206
10317,Средства для укладки,10165
10319,Толстовки и олимпийки,10221
10324,Корма и лакомства для птиц,10047
10332,Сабо и мюли,10151
10335,Проекторы и аксессуары,10129
10339,Костюмы и пиджаки,10222
10340,Настольный теннис,10136
10343,Оборудование для торговли,10010
10350,Комбинезоны,10221
10355,Инструменты для маникюра,10113
10374,Аудиотехника,10144
10376,Рыбалка,10039
10377,Тарелки и блюда,10115
10384,Средства от насекомых и грызунов,10005
10385,Уход за территорией,10055
10387,Сапоги и полусапоги,10148
10390,Порядок на кухне,10115
10398,Аксессуары и запчасти,10044
10404,"Джемперы, свитеры и кардиганы",10221
10416,Носки,10222
10418,Комбинезоны,10116
10422,Аварийные принадлежности,10132
10428,Защита кузова авто,10132
10437,Калькуляторы,10010
10438,Малярные инструменты,10072
10445,Домашняя одежда,10052
10447,Уход за лицом и телом,10169
10469,Охота и стрельба,10039
10475,Нехудожественная литература,10011
10476,Маски,10137
10480,Бейсбол,10228
10483,Пледы и покрывала,10049
10484,Домашняя одежда,10221
10487,Аксессуары,10030
10500,Костюмы и комплекты,10116
10502,Обустройство салона,10132
10504,Фильтры для воды,10115
10508,Новогодние товары,10118
10516,Костюмы и пиджаки,10221
10523,Туфли и мокасины,10148
10524,Средства для стирки,10005
10526,Аксессуары для компьютеров,10074
10528,Сандалии и сабо,10148
10533,"Колготки, носки, чулки",10116
10539,Крепеж,10072
10541,Папки и файлы,10010
10542,Ударно-рычажные инструменты,10072
10545,"Кружки, стаканы и бокалы",10115
10550,Кроссовки и кеды,10096
10558,Платья и сарафаны,10221
10559,Инвентарь для уборки,10110
10561,Демонстрационные доски,10010
10571,Периферия и аксессуары,10144
10584,Плавание и игры на воде,10217
10586,Термосы и термокружки,10115
10589,Украшения на шею,10104
10596,Измерительные инструменты,10072
10597,Платья,10116
10599,Туфли и мокасины,10096
10617,Чехлы и органайзеры,10132
10621,Костюмы и комплекты,10052
10622,Столовые приборы,10115
10626,Загар и защита от солнца,10070
10630,Шлифование,10131
10634,"Джемперы, свитеры и кардиганы",10222
10639,Ортопедические изделия,10009
10641,Комплектующие для компьютерной техники,10074
10645,Фурнитура,10072
10646,Аксессуары и запчасти для игровых приставок,10186
10648,Увлажнение и питание,10137
10651,Формы для приготовления,10115
10659,Сандалии,10096
10663,Брюки и джинсы,10116
10664,Другой садовый инструмент,10055
10666,Умный дом,10226
10671,Художественная литература,10011
10680,Картины по номерам,10204
10689,Товары для бритья,10005
10690,Столярно-слесарные инструменты,10072
10695,Игровые контроллеры,10186
10696,Губы,10091
10702,Корма и Лакомства,10068
10705,Средства для очищения и ухода,10165
10717,Бумажная продукция,10010
10723,Косметика для животных,10206
10733,Аккумуляторы и зарядные устройства,10131
10734,Купалки и инструменты для ухода за грызунами,10147
10736,Угги и валенки,10151
10737,Клетки и лестницы,10047
10739,Толстовки,10052
10747,Расходные элементы,10131
10748,Средства по уходу за животными,10206
10749,Фейерверки и салюты,10118
10751,Очищение и умывание,10137
10752,Расходные материалы,10072
10765,Аксессуары для фото- и видеокамер,10180
10770,Подушки,10049
10774,Туалеты и наполнители,10053
10775,Прочие ремесла,10213
10778,Учебная литература,10011
10785,Жакеты и жилеты,10116
10797,Презервативы и лубриканты,10017
10804,Средства индивидуальной защиты,10072
10805,Кухонный текстиль,10049
10806,"Джемперы, свитеры и кардиганы",10052
10810,Сувениры автомобильные,10132
10822,Футболки и майки,10222
10823,Депиляция и эпиляция,10005
10824,Босоножки и сандалии,10155
10825,Букинистика,10011
10826,Для бороды и усов,10169
10839,Корма и лакомства,10053
10840,Чертежные принадлежности,10010
10858,Постельное белье,10049
10865,Тюнинг и внешний декор,10132
10867,Белье и пляжная одежда,10222
10868,Вспомогательные жидкости,10114
10870,Кроссфит,10157
10875,Верхняя одежда,10222
10877,Брюки и джинсы,10222
10879,Юбки и шорты,10221
10881,Брюки и джинсы,10052
10890,Кухонные инструменты,10115
10900,Велоспорт,10097
10908,Оборудование для телевизоров,10129
10911,Запчасти и аксессуары,10198
10912,Шлепанцы и сланцы,10096
10915,Безопасность дома,10226
10916,Бумажная и ватная продукция,10005
10917,Печати и штампы,10010
10918,Увлажнение и питание,10070
10922,Винные аксессуары,10115
10924,Аминокислоты,10066
10932,Сапоги и полусапоги,10151
10934,Оформление праздника,10118
10937,Белье и пляжная одежда,10052
10940,Верхняя одежда,10052
10943,Развивающие и обучающие игрушки,10162
10950,Видеонаблюдение,10226
10953,Воротники и лечебные ошейники,10061
10956,Верхняя одежда,10116
10968,Глаза,10091
10987,Кроссовки и кеды,10151
10992,Хранение продуктов,10115
10997,Фитнес,10157
11003,Обрезка деревьев и кустарников,10055
11009,Кроссовки и кеды,10148
11011,Освежители и ароматизаторы,10005
11012,Средства для ухода за бытовой техникой,10005
11015,Брови,10091
11017,Носки и колготки,10221
11018,Шлепанцы и сланцы,10148
11025,Брюки и джинсы,10221
11026,"Роликовые коньки, экипировка и запчасти",10097
11027,Аппаратная косметология,10094
11034,Переноски и шлейки для грызунов,10147
11041,Картриджи,10010
11067,Блузки и рубашки,10221
11068,Туризм и отдых на природе,10039
11069,Угги и валенки,10155
11080,Верхняя одежда,10221
11083,Средства для посудомоечных машин,10005
11084,Массажеры,10009
11086,Домашняя одежда,10222
11087,Хранение данных,10074
11088,Сапоги и полусапоги,10155
11092,Аксессуары для выпечки,10115
11097,Аксессуары для напитков,10115
11099,Ковры и ковровые дорожки,10049
11116,Домашняя одежда,10116
11120,Кухонные аксессуары,10115
11128,Игрушки и аксессуары для птиц,10047
11129,Приготовление алкоголя,10115
11132,Ботинки и ботильоны,10151
11133,Ботинки,10155
11138,Аксессуары и уход за офисной техникой,10086
11140,Приставки,10186
11145,Плееры и техника для проигрывания,10129
11155,Комиксы,10011
11157,Наушники,10144
11163,"Подарочная упаковка, открытки",10118
11166,Футболки и топы,10116
11168,Комплектующие для офисной техники,10086
11182,Балетки и туфли,10155
11189,Ботинки,10096
11195,Зажимные инструменты,10072
11204,Средства для душа и ванны,10070
11209,"Сверление, долбление, закручивание",10131
11215,Измельчители и соковыжималки,10115
11231,Шлепанцы и сланцы,10155
11232,Кормушки и подставки для мисок,10068
11239,Профессиональные инструменты парикмахера,10165
11245,Средства для проблемной кожи,10137
11254,Оборудование для фотографов,10180
11256,Пильно-отрезные инструменты,10131
11261,Бумага,10010
11264,Шорты и юбки,10116
11266,Офисное оборудование,10086
11268,Фото- и видеокамеры,10180
11281,Зарядные устройства и кабели,10398
11285,Окрашивание и химическая завивка,10165
11287,Интимная гигиена,10005
11291,Укладка волос,10094
11292,Лицо,10091
11299,Угги и валенки,10148
11300,Текстиль с электроподогревом,10049
11304,Толстовки,10116
11306,Футболки и майки,10221
11309,Защита и безопасность,10174
11311,Бизнес-литература,10011
11317,Домики и лежаки для кошек,10053
11328,Аксессуары для макияжа,10091
11329,Оптика,10009
11333,Стрижка волос,10094
11340,Блузки и рубашки,10116
11341,Чистящие и моющие средства,10005
11344,Ключи,10072
11350,Компьютерная периферия,10074
11351,Белье и купальники,10116
11361,Паяльно-термические инструменты,10131
11365,Босоножки и сандалии,10151
11370,Аксессуары,10070
11376,Наматрасники и чехлы,10049
11379,"Джемперы, свитеры и кардиганы",10116
11384,Аксессуары для просмотра,10129
11388,Офисные принадлежности,10010
11390,Посуда для приготовления,10115
11395,Одежда и обувь для собак,10068
11402,Витамины и добавки для животных,10061
11403,Средства по уходу за обувью,10005
11405,Футболки и майки,10052
11419,Все для сна,10174
11420,Обработка почвы,10055
11423,Перевозка багажа,10132
11427,Пиджаки и жилеты,10052
11428,Корма и лакомства для грызунов,10147
11432,Аксессуары и расходные материалы,10055
11433,Кроссовки и кеды,10155
11434,Угги и валенки,10096
11438,Средства против целлюлита и растяжек,10070
11442,Компьютеры,10074
11448,Массажное оборудование,10009
11449,Аксессуары,10165
11454,Гигиена полости рта,10005
11464,Йога и пилатес,10157
11466,Комбинезоны,10222
11468,Мыло,10005
11469,Литература на иностранных языках,10011
11477,Письменные принадлежности,10010
11479,Когтеточки и игровые комплексы,10053
11495,Аксессуары для проигрывателей,10144
11496,Клетки и домики,10147
11505,Товары для консервирования,10115
11508,Шлепанцы и сланцы,10151
11511,"Миски, поилки и кормушки для грызунов",10147
11512,Монтажные инструменты,10072
11516,Товары для дрессировки собак и аммуниция,10068
11519,Чайники и кофейники,10115
11530,Временные татуировки,11370
11531,Клеммы аккумуляторные,10153
11533,"Фольга , пленка, рукава для запекания",10992
11534,"Тяпки, мотыги, совки садовые",11420
11535,Валики и малярные ванночки,10438
11536,Аксессуары для микрофонов,10374
11537,Проращиватели семян,10057
11539,Проекторы,10335
11540,"Налокотники, перчатки, носочки",11370
11541,Шугаринг,10823
11542,Сплиттеры,11350
11545,Накладки на педали,10502
11546,Тоники,11245
11547,Стамеска,10690
11548,Колготки,10034
11549,Толстовки и олимпийки,10034
11550,Брюки и шорты,11086
11551,Приманки рыболовные,10376
11552,Клатчи,10060
11553,Су-вид,10122
11554,Бабочки,10140
11556,Пеленальные столики и доски,10216
11557,Подшипники,10085
11559,Эспандеры,10870
11560,"Шапочки, чепчики и рукавички",10095
11561,Отбеливатели и пятновыводители,10524
11563,Компьютерные технологии,10475
11564,Чехлы для плееров и аудиосистем,11495
11565,Аксессуары для экшн камер,10765
11566,Шлифовальные круги,10747
11567,Чокеры,10589
11568,Покрывала,10483
11569,Гаджеты для бега,10241
11571,ЕГЭ,10778
11572,Кинетический песок,10125
11573,Комплекты и пижамы,10445
11574,Браслеты,10104
11575,Романтика и любовь,10680
11576,Прочая садовая техника,10158
11577,Столики и полки,10502
11578,Карты и модули доступа,10908
11579,Менеджмент и управление,11311
11580,Шарфы,10045
11581,"Держатели, подставки и подносы",10191
11583,Рулетка,10596
11584,Сапоги,10387
11585,"Термосумки, изотермические контейнеры",10031
11586,История,10475
11587,Кронштейны и крепления,11384
11588,Тушь,10288
11589,Уход за шинами и дисками,10230
11590,Грунт и удобрения,10105
11591,Комплектующие и расходные материалы,10138
11592,Монтировка,10542
11593,Крем для тела,10232
11594,Резиновая обувь,10273
11595,Электровеники,10198
11596,Детские косметические средства,10232
11597,Шапки,10154
11598,Запонки,10075
11599,Папки подвесные,10541
11600,Парики и шиньоны,11449
11601,Наполнители,10774
11602,Брюки,10877
11603,Машинки для стрижки,11333
11604,Зубные щетки,10316
11605,Промышленные компьютеры и серверы,11442
11610,Дутики,10736
11611,Тонировка автомобиля,10865
11612,Шаблон плиточника,10596
11613,Кольца,10214
11614,Блоки,11464
11615,Ведерки для льда,11097
11617,Сувениры и подарки,10191
11618,Бленды для объектива,10765
11619,Формы для мороженого,10651
11621,"Свитеры, джемперы и кардиганы",10034
11622,Кувшины и графины,10289
11623,Пряжки,10164
11624,Домашняя обувь,10155
11625,Транспортиры,10840
11626,Цепочки,10075
11627,Удилища,10376
11628,Угольники,10840
11629,Гвоздодер,10542
11630,Гигрометры,10283
11631,Автомобильные пылесосы,10179
11632,Инструменты для ухода,10734
11633,Брызговики,10865
11634,Дефлекторы капота,10865
11635,Кремы для тела,10918
11636,Анатомические подушки,10770
11637,Тарелки,10377
11638,Студийное оборудование,11495
11639,Шапки,10146
11640,Антифризы,10196
11642,Валенки,10736
11643,Ремни,10098
11644,Резиновые сапоги,10932
